master_project_en,project_name_en,growth_stage,property_type_en,median_price,price_per_sqm,transaction_count,earliest_transaction_year,developer_name
Arabian Ranches - Alma 2,ALMA-2,Early Growth,Villa,2006250.0,7363.670739962519,12,2016.0,Emaar
Arabian Ranches - Alma 2,ALMA-2,Maturity,Villa,1890191.5,6527.909310627541,16,2018.0,Emaar
Arabian Ranches - Alma 2,ALMA-2,Off-Plan or Launch,Villa,2235888.0,15378.51545815916,79,2012.0,Emaar
Arabian Ranches - Alma 2,ALMA-2,Stabilized / Legacy,Villa,2820000.0,9643.120898323854,27,2022.0,Emaar
Arabian Ranches - Alvorada - 3,Arabian Ranches - Alvorada III,Early Growth,Villa,2881944.0,3891.41306130556,26,2010.0,Emaar
Arabian Ranches - Alvorada - 3,Arabian Ranches - Alvorada III,Maturity,Villa,3400000.0,5000.761703811936,53,2012.0,Emaar
Arabian Ranches - Alvorada - 3,Arabian Ranches - Alvorada III,Off-Plan or Launch,Villa,3298888.0,5369.085368394065,45,2008.0,Emaar
Arabian Ranches - Alvorada - 3,Arabian Ranches - Alvorada III,Stabilized / Legacy,Villa,4199999.5,6429.132664990122,64,2016.0,Emaar
Arabian Ranches - Golf Homes,GOLF HOMES,Off-Plan or Launch,Land,7500000.0,4475.645419036685,3,2017.0,Emaar
Arabian Ranches - La Avenida,Arabian Ranches -La Avenida I,Early Growth,Villa,5365000.0,4730.694279167986,14,2012.0,Emaar
Arabian Ranches - La Avenida,Arabian Ranches -La Avenida I,Maturity,Villa,5135000.0,4841.925848103537,8,2014.0,Emaar
Arabian Ranches - La Avenida,Arabian Ranches -La Avenida I,Off-Plan or Launch,Villa,6343444.0,4849.431212243405,16,2009.0,Emaar
Arabian Ranches - La Avenida,Arabian Ranches -La Avenida I,Stabilized / Legacy,Villa,7050000.0,6931.583313904118,14,2018.0,Emaar
Arabian Ranches - La Avenida,LA AVENIDA-2,Early Growth,Villa,8340888.0,10073.97030846849,22,2016.0,Emaar
Arabian Ranches - La Avenida,LA AVENIDA-2,Maturity,Villa,7054950.0,8261.979331498173,16,2018.0,Emaar
Arabian Ranches - La Avenida,LA AVENIDA-2,Off-Plan or Launch,Villa,6964423.0,7979.275851207208,15,2014.0,Emaar
Arabian Ranches - La Avenida,LA AVENIDA-2,Stabilized / Legacy,Villa,8516500.0,10899.221400241368,20,2022.0,Emaar
Arabian Ranches - Polo Homes,POLO HOMES,Early Growth,Villa,9300000.0,5279.522282924602,44,2014.0,Emaar
Arabian Ranches - Polo Homes,POLO HOMES,Maturity,Land,61462000.0,33223.06187093914,1,2019.0,Emaar
Arabian Ranches - Polo Homes,POLO HOMES,Maturity,Villa,10444166.5,5808.920059445226,46,2016.0,Emaar
Arabian Ranches - Polo Homes,POLO HOMES,Off-Plan or Launch,Villa,7950000.0,5073.016993453548,44,2012.0,Emaar
Arabian Ranches - Polo Homes,POLO HOMES,Stabilized / Legacy,Land,87190000.0,51193.98501150632,2,2023.0,Emaar
Arabian Ranches - Polo Homes,POLO HOMES,Stabilized / Legacy,Villa,13000000.0,7533.144346385792,77,2020.0,Emaar
Arabian Ranches II,Arabian Ranches-Casa Community,Off-Plan or Launch,Land,525127204.0,313.17821376110595,1,2012.0,Emaar
Arabian Ranches II - AZALEA,ARABIAN RANCHES- AZALEA COMMUNITY,Early Growth,Villa,3600000.0,9003.034797386857,59,2022.0,Emaar
Arabian Ranches II - AZALEA,ARABIAN RANCHES- AZALEA COMMUNITY,Maturity,Villa,3905639.5,9945.186544975664,34,2024.0,Emaar
Arabian Ranches II - AZALEA,ARABIAN RANCHES- AZALEA COMMUNITY,Off-Plan or Launch,Villa,3648888.0,8178.038959866222,115,2015.0,Emaar
Arabian Ranches II - CASA,Arabian Ranches-Casa Community,Early Growth,Villa,2775000.0,6205.175327922488,50,2017.0,Emaar
Arabian Ranches II - CASA,Arabian Ranches-Casa Community,Maturity,Land,4100000.0,8593.226022803488,1,2022.0,Emaar
Arabian Ranches II - CASA,Arabian Ranches-Casa Community,Maturity,Villa,2812500.0,6256.872491767768,142,2019.0,Emaar
Arabian Ranches II - CASA,Arabian Ranches-Casa Community,Off-Plan or Launch,Villa,3545264.5,7425.464603172178,368,2013.0,Emaar
Arabian Ranches II - CASA,Arabian Ranches-Casa Community,Stabilized / Legacy,Villa,3900000.0,8792.472024368179,106,2023.0,Emaar
Arabian Ranches II - Camelia,AR II Camelia,Early Growth,Villa,2502000.0,13274.553934806583,55,2024.0,Emaar
Arabian Ranches II - Camelia,AR II Camelia,Off-Plan or Launch,Villa,1700888.0,9535.569391098006,405,2018.0,Emaar
Arabian Ranches II - LILA,Arabian Ranches - Lila Community,Early Growth,Villa,2240000.0,6101.500153962415,49,2019.0,Emaar
Arabian Ranches II - LILA,Arabian Ranches - Lila Community,Maturity,Villa,3486680.0,7921.685283156785,172,2021.0,Emaar
Arabian Ranches II - LILA,Arabian Ranches - Lila Community,Off-Plan or Launch,Villa,3636888.0,7866.987845193162,223,2014.0,Emaar
Arabian Ranches II - LILA,Arabian Ranches - Lila Community,Stabilized / Legacy,Villa,5600000.0,11506.277338205044,15,2025.0,Emaar
Arabian Ranches II - PALMA,ARABIAN RANCHES - PALMA COMMUNITY,Early Growth,Villa,2550000.0,6508.806733120723,21,2018.0,Emaar
Arabian Ranches II - PALMA,ARABIAN RANCHES - PALMA COMMUNITY,Maturity,Land,7100000.0,17530.864197530864,2,2020.0,Emaar
Arabian Ranches II - PALMA,ARABIAN RANCHES - PALMA COMMUNITY,Maturity,Villa,3360000.0,7620.228909961611,75,2021.0,Emaar
Arabian Ranches II - PALMA,ARABIAN RANCHES - PALMA COMMUNITY,Off-Plan or Launch,Villa,3677888.0,8045.178583287842,133,2014.0,Emaar
Arabian Ranches II - PALMA,ARABIAN RANCHES - PALMA COMMUNITY,Stabilized / Legacy,Land,14950000.0,36913.58024691358,2,2024.0,Emaar
Arabian Ranches II - PALMA,ARABIAN RANCHES - PALMA COMMUNITY,Stabilized / Legacy,Villa,4264700.0,10629.02328731966,30,2024.0,Emaar
Arabian Ranches II - RASHA,ARABIAN RANCHES - RASHA COMMUNITY,Early Growth,Villa,4000000.0,6028.478715811832,31,2020.0,Emaar
Arabian Ranches II - RASHA,ARABIAN RANCHES - RASHA COMMUNITY,Maturity,Villa,5500000.0,8139.547379950918,84,2022.0,Emaar
Arabian Ranches II - RASHA,ARABIAN RANCHES - RASHA COMMUNITY,Off-Plan or Launch,Villa,4646888.0,6385.647165408397,161,2014.0,Emaar
Arabian Ranches II - ROSA,ARABIAN RANCHES- ROSA COMMUNITY,Early Growth,Villa,3250000.0,4935.067094517964,22,2019.0,Emaar
Arabian Ranches II - ROSA,ARABIAN RANCHES- ROSA COMMUNITY,Maturity,Villa,4768400.0,6991.660485385039,111,2021.0,Emaar
Arabian Ranches II - ROSA,ARABIAN RANCHES- ROSA COMMUNITY,Off-Plan or Launch,Villa,4742888.0,6465.37066523434,178,2014.0,Emaar
Arabian Ranches II - ROSA,ARABIAN RANCHES- ROSA COMMUNITY,Stabilized / Legacy,Villa,8181000.0,11237.661354467637,10,2025.0,Emaar
Arabian Ranches II - Reem Community,AR II - Reem Community,Early Growth,Villa,2885725.0,12786.419239049255,72,2023.0,Emaar
Arabian Ranches II - Reem Community,AR II - Reem Community,Maturity,Villa,3498500.0,12355.813848605228,10,2025.0,Emaar
Arabian Ranches II - Reem Community,AR II - Reem Community,Off-Plan or Launch,Villa,2096888.0,9653.503374626462,310,2017.0,Emaar
Arabian Ranches II - SAMARA,ARABIAN RANCHES - SAMARA COMMUNITY,Early Growth,Villa,2950000.0,6770.601528394455,45,2020.0,Emaar
Arabian Ranches II - SAMARA,ARABIAN RANCHES - SAMARA COMMUNITY,Maturity,Villa,3871430.0,9211.84588820198,120,2022.0,Emaar
Arabian Ranches II - SAMARA,ARABIAN RANCHES - SAMARA COMMUNITY,Off-Plan or Launch,Villa,3510888.0,8072.020169007194,167,2014.0,Emaar
Arabian Ranches II - YASMIN,ARABIAN RANCHES - YASMIN COMMUNITY,Early Growth,Villa,3750000.0,5312.021489355432,37,2020.0,Emaar
Arabian Ranches II - YASMIN,ARABIAN RANCHES - YASMIN COMMUNITY,Maturity,Villa,5380075.0,7830.452240076062,50,2022.0,Emaar
Arabian Ranches II - YASMIN,ARABIAN RANCHES - YASMIN COMMUNITY,Off-Plan or Launch,Villa,4762888.0,6249.107714216453,101,2014.0,Emaar
Arjan,2020 Marquis,Maturity,Building,13414785.0,2555.946887277411,2,2016.0,Dubai Properties
Arjan,2020 Marquis,Off-Plan or Launch,Building,14829570.0,2825.5088159193365,1,2010.0,Dubai Properties
Arjan,2020 Marquis,Stabilized / Legacy,Unit,767000.0,9458.025259660031,181,2021.0,Dubai Properties
Arjan,48 PARKSIDE ,Maturity,Land,8900408.0,1883.648327333448,2,2021.0,Dubai Properties
Arjan,48 PARKSIDE ,Off-Plan or Launch,Land,18648812.0,2960.0725065554307,1,2015.0,Dubai Properties
Arjan,48 PARKSIDE ,Stabilized / Legacy,Land,38000000.0,6031.631143533774,1,2023.0,Dubai Properties
Arjan,48 PARKSIDE ,Stabilized / Legacy,Unit,1071087.0,13400.82802119127,97,2024.0,Dubai Properties
Arjan,AL FAHAD 4,Off-Plan or Launch,Building,21490050.0,4095.624161927161,2,2009.0,Dubai Properties
Arjan,ARBOR VIEW,Off-Plan or Launch,Land,45471287.0,7088.739558942285,2,2010.0,Dubai Properties
Arjan,ARBOR VIEW,Stabilized / Legacy,Land,4324552.5,3786.475714865412,4,2022.0,Dubai Properties
Arjan,ARBOR VIEW,Stabilized / Legacy,Unit,1540828.0,16878.73857412907,123,2024.0,Dubai Properties
Arjan,Adhara Star,Early Growth,Unit,1310721.0,14127.148831555563,64,2024.0,Dubai Properties
Arjan,Adhara Star,Off-Plan or Launch,Land,13557000.0,4854.667922379743,1,2022.0,Dubai Properties
Arjan,Adhara Star,Off-Plan or Launch,Unit,1225845.0,14434.23954348638,13,2023.0,Dubai Properties
Arjan,Aura Central ,Maturity,Unit,2256349.0,10763.99761653437,3,2025.0,Dubai Properties
Arjan,Aura Central ,Off-Plan or Launch,Land,14813370.0,3148.444839297936,1,2018.0,Dubai Properties
Arjan,Avelon Boulevard,Off-Plan or Launch,Land,8356422.0,1776.0462649864935,1,2013.0,Dubai Properties
Arjan,Avelon Boulevard,Stabilized / Legacy,Land,14150000.0,3007.3941514153885,1,2023.0,Dubai Properties
Arjan,Avelon Boulevard,Stabilized / Legacy,Unit,714250.0,14591.719797046972,70,2024.0,Dubai Properties
Arjan,BEVERLY BOULEVARD,Maturity,Land,15114807.0,2421.8798770698004,1,2021.0,Dubai Properties
Arjan,BEVERLY BOULEVARD,Off-Plan or Launch,Land,22500000.0,3605.226135806465,1,2014.0,Dubai Properties
Arjan,BEVERLY BOULEVARD,Stabilized / Legacy,Unit,670000.0,13711.7830709735,229,2023.0,Dubai Properties
Arjan,BURJ VIEW RESIDENCE,Early Growth,Unit,760500.0,13185.448233812776,40,2025.0,Dubai Properties
Arjan,BURJ VIEW RESIDENCE,Off-Plan or Launch,Building,36979500.0,9513.488343375198,2,2009.0,Dubai Properties
Arjan,BURJ VIEW RESIDENCE,Off-Plan or Launch,Unit,656000.0,9636.72080996477,149,2023.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Early Growth,Unit,721800.0,12501.226931068308,57,2014.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Maturity,Land,6099501.5,116653.41262903353,4,2019.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Maturity,Unit,500000.0,9030.279565974635,44,2016.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Off-Plan or Launch,Building,18185714.0,1776.052698400297,1,2008.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Off-Plan or Launch,Unit,470000.0,8658.234932066705,118,2011.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Stabilized / Legacy,Land,5707301.5,105182.89116225284,4,2021.0,Dubai Properties
Arjan,DIAMOND BUSINESS CENTER,Stabilized / Legacy,Unit,530000.0,9107.678985937791,83,2020.0,Dubai Properties
Arjan,Divine Living,Maturity,Unit,1002000.0,10286.57874805901,42,2023.0,Dubai Properties
Arjan,Divine Living,Off-Plan or Launch,Land,20557208.5,4567.669683308189,2,2016.0,Dubai Properties
Arjan,Divine Living,Stabilized / Legacy,Unit,973000.0,10246.863080003612,42,2024.0,Dubai Properties
Arjan,ELANO BY ORO24,Maturity,Land,10188000.0,1614.5646792582004,1,2021.0,Dubai Properties
Arjan,ELANO BY ORO24,Off-Plan or Launch,Land,18678333.0,2960.0880181804923,1,2015.0,Dubai Properties
Arjan,ELANO BY ORO24,Stabilized / Legacy,Unit,553850.0,15211.795182309112,235,2023.0,Dubai Properties
Arjan,ELEVATE by Prescott,Early Growth,Unit,650000.0,14516.891278454796,41,2024.0,Dubai Properties
Arjan,ELEVATE by Prescott,Off-Plan or Launch,Land,16408398.0,3953.6212538130503,1,2022.0,Dubai Properties
Arjan,ELEVATE by Prescott,Off-Plan or Launch,Unit,560000.0,12600.075856097226,157,2023.0,Dubai Properties
Arjan,ELZ Residence,Early Growth,Building,13712631.0,2583.3358766114493,1,2017.0,Dubai Properties
Arjan,ELZ Residence,Early Growth,Unit,404000.0,10960.025867871576,3,2018.0,Dubai Properties
Arjan,ELZ Residence,Maturity,Unit,396000.0,10363.741382567683,211,2019.0,Dubai Properties
Arjan,ELZ Residence,Off-Plan or Launch,Building,15712290.0,2960.053578392309,1,2015.0,Dubai Properties
Arjan,ELZ Residence,Stabilized / Legacy,Unit,518681.0,12098.768818557208,72,2023.0,Dubai Properties
Arjan,Empire Estates ,Maturity,Land,27005969.0,3229.1700595351267,2,2023.0,Dubai Properties
Arjan,Empire Estates ,Maturity,Unit,970000.0,17535.089578762665,113,2024.0,Dubai Properties
Arjan,Empire Estates ,Off-Plan or Launch,Land,33082203.0,3955.720286543436,1,2017.0,Dubai Properties
Arjan,Empire Estates ,Stabilized / Legacy,Unit,1408000.0,17419.96736950688,25,2025.0,Dubai Properties
Arjan,Floarea Residence,Early Growth,Land,13701306.5,3104.12004322698,2,2022.0,Dubai Properties
Arjan,Floarea Residence,Early Growth,Unit,835200.0,12541.447985016068,67,2023.0,Dubai Properties
Arjan,Floarea Residence,Maturity,Unit,832250.0,12982.860848339906,96,2024.0,Dubai Properties
Arjan,Floarea Residence,Off-Plan or Launch,Land,7126785.0,1614.6194643751232,1,2020.0,Dubai Properties
Arjan,GARDENS 2,Off-Plan or Launch,Land,11187440.0,2152.788682091781,1,2010.0,Dubai Properties
Arjan,GARDENS 2,Stabilized / Legacy,Land,32000000.0,4923.182960863773,1,2023.0,Dubai Properties
Arjan,GARDENS 2,Stabilized / Legacy,Unit,723399.0,15436.662136639568,142,2024.0,Dubai Properties
Arjan,GENESIS,Early Growth,Building,1041803.0,193.7502789638909,1,2018.0,Dubai Properties
Arjan,GENESIS,Early Growth,Unit,663502.0,9713.3503691685,52,2018.0,Dubai Properties
Arjan,GENESIS,Maturity,Unit,672145.5,8646.173812316709,166,2020.0,Dubai Properties
Arjan,GENESIS,Off-Plan or Launch,Building,20836080.0,3875.009298796364,1,2016.0,Dubai Properties
Arjan,GENESIS,Stabilized / Legacy,Unit,755000.0,10669.144545062982,52,2024.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Early Growth,Land,6139179.0,64468.045488699696,2,2019.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Early Growth,Unit,735393.0,8479.820781103877,67,2019.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Maturity,Land,11522358.0,119402.67357512952,1,2021.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Maturity,Unit,750000.0,8647.348544125565,79,2021.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Off-Plan or Launch,Building,41789292.0,7097.5831462239,2,2010.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Off-Plan or Launch,Unit,693647.0,8196.043420343924,88,2017.0,Dubai Properties
Arjan,GREEN DIAMOND 1,Stabilized / Legacy,Unit,912500.0,10580.688617488411,12,2025.0,Dubai Properties
Arjan,Garden Arena,Off-Plan or Launch,Land,3731968.0,1291.6602060028797,1,2010.0,Dubai Properties
Arjan,Garden Arena,Stabilized / Legacy,Land,8400000.0,2905.9811318796505,2,2022.0,Dubai Properties
Arjan,Gardenia Livings,Maturity,Unit,865099.0,10886.3822092452,129,2022.0,Dubai Properties
Arjan,Gardenia Livings,Off-Plan or Launch,Building,7121300.0,2743.7389672618256,2,2017.0,Dubai Properties
Arjan,Gardenia Livings,Stabilized / Legacy,Unit,910000.0,11117.424591541474,13,2025.0,Dubai Properties
Arjan,JOYA DORADO RESIDENCE,Early Growth,Land,15500000.0,2483.747478195101,1,2012.0,Dubai Properties
Arjan,JOYA DORADO RESIDENCE,Maturity,Land,40000000.0,6409.6709114712285,2,2014.0,Dubai Properties
Arjan,JOYA DORADO RESIDENCE,Off-Plan or Launch,Land,25525731.0,4090.288387118485,1,2009.0,Dubai Properties
Arjan,JOYA DORADO RESIDENCE,Stabilized / Legacy,Land,25500000.0,4086.165206062908,1,2021.0,Dubai Properties
Arjan,JOYA DORADO RESIDENCE,Stabilized / Legacy,Unit,486456.0,11380.84592186386,325,2023.0,Dubai Properties
Arjan,Jewelz Residence,Off-Plan or Launch,Building,14522000.0,3762.926801460395,1,2017.0,Dubai Properties
Arjan,Jewelz Residence,Off-Plan or Launch,Unit,513000.0,12286.983784397147,446,2018.0,Dubai Properties
Arjan,Joya Blanca Residences ,Early Growth,Unit,802800.0,12701.891588555492,58,2024.0,Dubai Properties
Arjan,Joya Blanca Residences ,Off-Plan or Launch,Unit,521000.0,9190.215781291196,294,2021.0,Dubai Properties
Arjan,KYOTO BY ORO24,Early Growth,Unit,560700.0,16015.424164524422,1,2025.0,Dubai Properties
Arjan,KYOTO BY ORO24,Off-Plan or Launch,Land,33768430.0,9599.180151811488,2,2020.0,Dubai Properties
Arjan,KYOTO BY ORO24,Off-Plan or Launch,Unit,760950.0,15538.416363904182,393,2023.0,Dubai Properties
Arjan,LA FONTANA DI TREVI,Early Growth,Unit,459255.5,6071.327840355919,34,2014.0,Dubai Properties
Arjan,LA FONTANA DI TREVI,Maturity,Unit,512500.0,7308.075252875677,16,2016.0,Dubai Properties
Arjan,LA FONTANA DI TREVI,Off-Plan or Launch,Unit,784800.0,9092.369492470174,60,2009.0,Dubai Properties
Arjan,LA FONTANA DI TREVI,Stabilized / Legacy,Unit,539494.0,6327.032051275207,48,2020.0,Dubai Properties
Arjan,LEGACY BY SUNRISE,Maturity,Land,12783000.0,2270.357826012052,1,2021.0,Dubai Properties
Arjan,LEGACY BY SUNRISE,Maturity,Unit,840000.0,12615.16328121902,17,2023.0,Dubai Properties
Arjan,LEGACY BY SUNRISE,Off-Plan or Launch,Land,11362950.0,2018.146167494614,2,2008.0,Dubai Properties
Arjan,LEGACY BY SUNRISE,Stabilized / Legacy,Unit,830000.0,13591.805470302712,111,2024.0,Dubai Properties
Arjan,LINCOLN PARK,Early Growth,Unit,426055.5,8911.454892409183,56,2017.0,Dubai Properties
Arjan,LINCOLN PARK,Maturity,Unit,315000.0,6435.133720264344,77,2019.0,Dubai Properties
Arjan,LINCOLN PARK,Off-Plan or Launch,Building,15356660.0,2960.097457733298,1,2010.0,Dubai Properties
Arjan,LINCOLN PARK,Off-Plan or Launch,Unit,581256.0,11380.979281971544,517,2009.0,Dubai Properties
Arjan,LINCOLN PARK,Stabilized / Legacy,Unit,459000.0,8143.602566007342,90,2023.0,Dubai Properties
Arjan,LINCOLN PARK ( NORTH SIDE),Early Growth,Unit,505000.0,9163.324438491383,15,2017.0,Dubai Properties
Arjan,LINCOLN PARK ( NORTH SIDE),Maturity,Unit,320000.0,5506.894567427649,23,2019.0,Dubai Properties
Arjan,LINCOLN PARK ( NORTH SIDE),Off-Plan or Launch,Building,19066630.0,2960.086877681937,1,2008.0,Dubai Properties
Arjan,LINCOLN PARK ( NORTH SIDE),Off-Plan or Launch,Unit,608700.0,11095.92950686023,127,2009.0,Dubai Properties
Arjan,LINCOLN PARK ( NORTH SIDE),Stabilized / Legacy,Unit,450000.0,8865.881801347487,30,2023.0,Dubai Properties
Arjan,LINCOLN PARK (SHEFFIELD),Early Growth,Unit,450000.0,8961.876386400165,13,2017.0,Dubai Properties
Arjan,LINCOLN PARK (SHEFFIELD),Maturity,Unit,300000.0,5989.058487428634,29,2019.0,Dubai Properties
Arjan,LINCOLN PARK (SHEFFIELD),Off-Plan or Launch,Building,17139650.0,2960.0778547459786,1,2008.0,Dubai Properties
Arjan,LINCOLN PARK (SHEFFIELD),Off-Plan or Launch,Unit,556600.0,11510.43296958908,181,2009.0,Dubai Properties
Arjan,LINCOLN PARK (SHEFFIELD),Stabilized / Legacy,Unit,414702.5,8304.099056167097,36,2023.0,Dubai Properties
Arjan,LINCOLN PARK(WEST SIDE & LINCOLN PARK - B),Off-Plan or Launch,Building,20108220.0,2960.068657296457,1,2010.0,Dubai Properties
Arjan,LINCOLN PARK(WEST SIDE & LINCOLN PARK - B),Off-Plan or Launch,Unit,819000.0,16021.12676056338,1,2009.0,Dubai Properties
Arjan,MARQUIS ELEGANCE ,Early Growth,Unit,2221867.0,13021.54955166149,1,2025.0,Dubai Properties
Arjan,MARQUIS ELEGANCE ,Off-Plan or Launch,Land,10695027.5,3483.1436797144447,2,2020.0,Dubai Properties
Arjan,MARQUIS ELEGANCE ,Off-Plan or Launch,Unit,1084000.0,13570.190631208852,77,2023.0,Dubai Properties
Arjan,MIRACLZ TOWER,Early Growth,Unit,510000.0,12045.173266833006,118,2023.0,Dubai Properties
Arjan,MIRACLZ TOWER,Maturity,Unit,552500.0,12870.048185101155,32,2025.0,Dubai Properties
Arjan,MIRACLZ TOWER,Off-Plan or Launch,Building,28482000.0,4745.054527643666,1,2008.0,Dubai Properties
Arjan,MIRACLZ TOWER,Off-Plan or Launch,Unit,500000.0,12313.900573991506,505,2016.0,Dubai Properties
Arjan,Marquis Galleria,Off-Plan or Launch,Land,11033589.5,2637.923412740157,2,2014.0,Dubai Properties
Arjan,Marquis Galleria,Stabilized / Legacy,Land,12944170.0,3094.7072212074554,1,2022.0,Dubai Properties
Arjan,Marquis Galleria,Stabilized / Legacy,Unit,900000.0,11670.758522859762,87,2023.0,Dubai Properties
Arjan,Marquis Insignia,Maturity,Land,15594645.0,1883.7320123354336,1,2021.0,Dubai Properties
Arjan,Marquis Insignia,Off-Plan or Launch,Land,24505264.0,2960.077017946293,1,2015.0,Dubai Properties
Arjan,Marquis Insignia,Stabilized / Legacy,Unit,1255801.0,15761.221146423475,123,2024.0,Dubai Properties
Arjan,Marquis Signature,Maturity,Land,11132454.0,2475.69968132115,1,2021.0,Dubai Properties
Arjan,Marquis Signature,Maturity,Unit,929250.0,11594.383652799885,61,2023.0,Dubai Properties
Arjan,Marquis Signature,Off-Plan or Launch,Land,10648440.0,2368.0618410430784,1,2016.0,Dubai Properties
Arjan,Marquis Signature,Stabilized / Legacy,Unit,1050000.0,12387.934389328308,62,2024.0,Dubai Properties
Arjan,One Beverly,Off-Plan or Launch,Land,17856777.0,1614.5893537221828,1,2013.0,Dubai Properties
Arjan,One Beverly,Stabilized / Legacy,Land,42855647.0,3875.789141442689,1,2023.0,Dubai Properties
Arjan,One Beverly,Stabilized / Legacy,Unit,875000.0,16771.974360520606,53,2024.0,Dubai Properties
Arjan,Oxford Gardens,Early Growth,Unit,646500.0,13948.421437709963,172,2024.0,Dubai Properties
Arjan,Oxford Gardens,Off-Plan or Launch,Building,20000000.0,4110.5285941063385,3,2017.0,Dubai Properties
Arjan,Oxford Gardens,Off-Plan or Launch,Unit,583700.0,12795.469015483064,37,2023.0,Dubai Properties
Arjan,PLATINUM 1,Early Growth,Unit,311814.0,7756.397101770103,11,2016.0,Dubai Properties
Arjan,PLATINUM 1,Maturity,Land,8000000.0,154142.58188824664,1,2019.0,Dubai Properties
Arjan,PLATINUM 1,Maturity,Unit,240000.0,5603.731393706925,17,2018.0,Dubai Properties
Arjan,PLATINUM 1,Off-Plan or Launch,Building,21915480.0,3875.032711172722,1,2008.0,Dubai Properties
Arjan,PLATINUM 1,Off-Plan or Launch,Unit,611483.0,12926.768516183778,259,2009.0,Dubai Properties
Arjan,PLATINUM 1,Stabilized / Legacy,Unit,353000.0,8707.672513962325,36,2022.0,Dubai Properties
Arjan,Parkside Boulevard,Off-Plan or Launch,Land,15712290.0,2960.053578392309,1,2014.0,Dubai Properties
Arjan,Parkside Boulevard,Stabilized / Legacy,Land,26781739.5,5045.43792423292,2,2022.0,Dubai Properties
Arjan,Parkside Boulevard,Stabilized / Legacy,Unit,968345.0,14188.978816932364,22,2025.0,Dubai Properties
Arjan,Prime Gardens,Early Growth,Unit,850000.0,12385.673581550678,79,2023.0,Dubai Properties
Arjan,Prime Gardens,Maturity,Unit,960320.0,15582.758637506146,8,2025.0,Dubai Properties
Arjan,Prime Gardens,Off-Plan or Launch,Land,10422090.0,2296.303365230291,3,2008.0,Dubai Properties
Arjan,Prime Gardens,Off-Plan or Launch,Unit,760000.0,11370.7679565831,89,2022.0,Dubai Properties
Arjan,Q Gardens Boutique Residences,Early Growth,Unit,1075000.0,10979.939724982412,34,2024.0,Dubai Properties
